"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 208";"[{""desc"":null,""title"":""Tennis""},{""desc"":null,""title"":""Sustainable Architecture""},{""desc"":null,""title"":""Photography""}]";"[{""dates"":""July 2024 - Present"",""company"":""BMW Group"",""job title"":""Marketing Intern"",""description"":""Assisted in product positioning for the electric vehicle segment."",""country or city"":""Munich""},{""dates"":""January 2024 - May 2024"",""company"":""GfK"",""job title"":""Market Research Intern"",""description"":""Analyzed consumer trends in the automotive industry."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""LMU Munich"",""country or city"":""not found"",""level_of_degree"":""BA in Business Administration""}]"
"CV 207";"[{""desc"":null,""title"":""Basketball""},{""desc"":null,""title"":""Sports Analytics""},{""desc"":null,""title"":""Traveling""}]";"[{""dates"":""May 2024 - August 2024"",""company"":""Nike (Global Basketball)"",""job title"":""Marketing Intern"",""description"":""Assisted in the execution of the \""Back to School\"" marketing campaign for basketball apparel.\nAnalyzed sales data from major retailers to track the performance of athlete-endorsed products.\nCoordinated logistics for an influencer event during the NBA Summer League."",""country or city"":""Beaverton""},{""dates"":""June 2023 - August 2023"",""company"":""Detroit Tigers (MLB)"",""job title"":""Operations Intern"",""description"":""Assisted the game-day operations team in managing fan engagement activities and stadium logistics.\nPerformed data entry for the sponsorship department to track contract deliverables."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Focus on Sports Finance and Marketing."",""university"":""University of Michigan, Ann Arbor"",""country or city"":""not found"",""level_of_degree"":""BSc in Sport Management""}]"
"CV 206";"[{""desc"":null,""title"":""Painting""},{""desc"":null,""title"":""Mental Health Advocacy""},{""desc"":null,""title"":""Reading""}]";"[{""dates"":""June 2024 - Present"",""company"":""Nielsen"",""job title"":""Market Research Intern"",""description"":""Assisted in conducting focus groups and in-depth interviews for a major FMCG client. Transcribed and analyzed qualitative data to identify emerging consumer trends in rural India. Supported the quantitative team in designing survey questionnaires and cleaning data in SPSS."",""country or city"":""Mumbai""},{""dates"":""January 2024 - May 2024"",""company"":""not found"",""job title"":""Social Media Psychology Intern"",""description"":""Analyzed user engagement patterns to advise the marketing team on content triggers. Conducted secondary research on the \""psychology of learning\"" for product development."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""University of Delhi"",""country or city"":""not found"",""level_of_degree"":""BA in Psychology""}]"
"CV 205";"[{""desc"":null,""title"":""Esports""},{""desc"":null,""title"":""Tech reviews""},{""desc"":null,""title"":""Urban exploration""}]";"[{""dates"":""May 2024 - August 2024"",""company"":""Coupang"",""job title"":""E-commerce Intern"",""description"":""Assisted the \""Rocket Delivery\"" operations team in optimizing warehouse inventory flow.\nConducted UX/UI analysis of the checkout page, identifying friction points that led to a 5% improvement in\nconversion.\n\nAnalyzed competitor pricing and promotions using web scraping tools."",""country or city"":""Seoul""},{""dates"":""June 2023 - December 2023"",""company"":""Amorepacific"",""job title"":""Digital Marketing Assistant"",""description"":""Supported the global marketing team in launching a skincare brand on Amazon US.\nManaged PPC (Pay-Per-Click) campaigns and keyword optimization."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""Management Information Systems (MIS)"",""university"":""Yonsei University, Seoul"",""country or city"":""not found"",""level_of_degree"":""BA in Business Administration""}]"
"CV 204";"[{""desc"":null,""title"":""Tennis""},{""desc"":null,""title"":""Modern Literature""},{""desc"":null,""title"":""Political Podcasts""}]";"[{""dates"":""June 2024 - Present"",""company"":""Inditex (Zara)"",""job title"":""Communications Intern"",""description"":""Support the internal communications team in drafting newsletters for 150k+ global employees.\nAssisted in the preparation of the annual CSR report, focusing on community investment projects.\nMonitored global media coverage for brand mentions and potential reputation risks."",""country or city"":""Arteixo""},{""dates"":""June 2023 - August 2023"",""company"":""LLYC (LLorente & Cuenca)"",""job title"":""PR Intern"",""description"":""Assisted in the development of \""Public Affairs\"" strategies for clients in the tech sector.\nOrganized press conferences and media interviews for executive spokespeople."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""Corporate Reputation and Crisis Management"",""university"":""IE University"",""country or city"":""Madrid"",""level_of_degree"":""Bachelor in Communications""}]"
"CV 203";"[{""desc"":null,""title"":""Skiing""},{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Jazz Saxophone""}]";"[{""dates"":""July 2023 - December 2023"",""company"":""Google"",""job title"":""Digital Analyst Intern"",""description"":""Assisted the Large Customer Sales (LCS) team in analyzing campaign performance for retail clients.\nDeveloped automated dashboards in Data Studio to track ROAS (Return on Ad Spend) and conversion metrics.\nConducted A/B tests on YouTube ad creatives to optimize viewer retention."",""country or city"":""Dublin""},{""dates"":""January 2023 - June 2023"",""company"":""Telenor"",""job title"":""Marketing Intern"",""description"":""Utilized SQL to segment the customer database for a targeted churn-reduction campaign.\nAnalyzed market share trends in the 5G segment."",""country or city"":""Oslo""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""NHH (Norwegian School of Economics), Bergen"",""country or city"":""not found"",""level_of_degree"":""BSc in Economics and Business Administration""}]"
"CV 202";"[{""desc"":null,""title"":""Upcycling clothes""},{""desc"":null,""title"":""Documentary films""},{""desc"":null,""title"":""Pilates""}]";"[{""dates"":""June 2024 - September 2024"",""company"":""Burberry"",""job title"":""Sustainability Intern"",""description"":""Supported the \""Positive Change\"" team in tracking carbon footprint data across the supply chain.\nAssisted in the implementation of a new textile recycling program for boutique waste.\nConducted research on sustainable leather alternatives and certifications (LWG)."",""country or city"":""London""},{""dates"":""June 2023 - August 2023"",""company"":""Stella McCartney"",""job title"":""Production Assistant"",""description"":""Assisted the production team in monitoring factory compliance with ethical standards.\nManaged sample tracking and quality control for the Pre-Fall collection."",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Central Saint Martins, London"",""country or city"":""London"",""level_of_degree"":""BA in Fashion Management""}]"
"CV 201";"[{""desc"":null,""title"":""Street Art""},{""desc"":null,""title"":""Architecture""},{""desc"":null,""title"":""Skateboarding""}]";"[{""dates"":""July 2023 - Present"",""company"":""Ogilvy & Mather"",""job title"":""Creative Intern"",""description"":""Collaborated on the creative strategy for major national brands in the beverage and retail sectors.\nDeveloped visual concepts and storyboards for digital ad campaigns.\nParticipated in \""Design Thinking\"" workshops to solve branding challenges for clients."",""country or city"":""São Paulo""},{""dates"":""2022 - 2023"",""company"":""not found"",""job title"":""UX/UI Designer Freelance"",""description"":""Designed the interface for a local food delivery app, improving user retention by 15%.\nConducted user testing and prototyping using Figma."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""University of São Paulo (USP)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Design and Visual Communications""}]"
"CV 200";"[{""desc"":null,""title"":""Ballet""},{""desc"":null,""title"":""Travel Blogging""},{""desc"":null,""title"":""Skincare Chemistry""}]";"[{""dates"":""July 2023 - January 2024"",""company"":""Estée Lauder Companies"",""job title"":""Marketing Intern"",""description"":""Assisted the Clinique brand team in coordinating influencer marketing campaigns.\nManaged the localization of global marketing assets for the Russian and CIS markets.\nPrepared monthly reports on competitor promotional activities and pricing."",""country or city"":""Moscow""},{""dates"":""January 2023 - June 2023"",""company"":""Ketchum (Agency)"",""job title"":""Public Relations Intern"",""description"":""Drafted press releases and media kits for FMCG and lifestyle clients.\nAssisted in the organization of press events and product launches."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""MGIMO University, Moscow"",""country or city"":""not found"",""level_of_degree"":""BA in International Relations""}]"
"CV 199";"[{""desc"":null,""title"":""Music Production (DJing)""},{""desc"":null,""title"":""Streetwear""},{""desc"":null,""title"":""Gaming""}]";"[{""dates"":""May 2024 - Present"",""company"":""Rakuten"",""job title"":""Digital Marketing Intern"",""description"":""Support the SEO/SEM team in optimizing keyword strategies for the fashion marketplace.\nAnalyzed Google Analytics data to identify bottlenecks in the mobile checkout process.\nAssisted in managing a ¥10M monthly budget for Google Ads and Meta campaigns."",""country or city"":""Tokyo""},{""dates"":""June 2023 - December 2023"",""company"":""Sony (Music Division)"",""job title"":""Marketing Assistant"",""description"":""Developed social media content for new artist launches, achieving 500k+ views on TikTok.\nMonitored streaming data on Spotify and Apple Music to track campaign ROI."",""country or city"":""not found""}]";"[{""dates"":""2020 - 2024"",""field"":""not found"",""university"":""Keio University, Tokyo"",""country or city"":""not found"",""level_of_degree"":""BA in Communications""}]"
"CV 198";"[{""desc"":null,""title"":""Fashion History""},{""desc"":null,""title"":""Horse riding""},{""desc"":null,""title"":""Photography""}]";"[{""dates"":""July 2024 - December 2024"",""company"":""Cartier (Richemont Group)"",""job title"":""Assistant Product Manager Intern"",""description"":""Supported the High Jewelry department in preparing the global launch of a new collection. Coordinated with the creative and supply chain teams to ensure product availability for boutique events. Analyzed monthly sales performance and stock levels across global flagships."",""country or city"":""Paris""},{""dates"":""June 2023 - August 2023"",""company"":""Louis Vuitton"",""job title"":""Retail Intern"",""description"":""Gained hands-on experience in clienteling and luxury retail operations at the Champs-Élysées flagship. Assisted in the implementation of a new CRM tool to track VIC (Very Important Client) preferences."",""country or city"":""Paris""}]";"[{""dates"":""2020 - 2024"",""field"":""Luxury Brand Marketing"",""university"":""EDHEC Business School, Nice/Lille"",""country or city"":""not found"",""level_of_degree"":""BBA in International Management""},{""dates"":""not found"",""field"":""Semester abroad"",""university"":""Fudan University, Shanghai"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
